,hostname,planet_letter,ra,dec,parallax,parallax_error,distance,distance_error,dist_error_pct
243,KELT-4 A,b,157.062546,25.573188999999999,4.2900756774554658,0.39952662635062663,233.09612118383913,21.707800494380166,9.3128106911996085
244,KELT-6,b,195.98186799999999,30.640051,4.0884219814315266,0.40531547645809096,244.59314731740545,24.248325758347015,9.9137388043338213
245,KELT-6,c,195.98186799999999,30.640051,4.0884219814315266,0.40531547645809096,244.59314731740545,24.248325758347015,9.9137388043338213
246,KELT-7,b,78.295531999999994,33.318165,7.2415852663156297,0.39759472729063106,138.09131056586725,7.5818173709878929,5.4904376965641823
247,KELT-8,b,283.30551000000003,24.127379999999999,4.807977015569656,0.37746638478483568,207.98768312779021,16.328771659221243,7.8508358830020928
248,KOI-12,b,297.453731,41.010990999999997,2.1720050830517366,0.69468724868286325,460.40407907101587,147.2541871416021,31.983684297221139
249,Kepler-100,b,291.38597900000002,41.990273000000002,3.1537916356125892,0.39507943837354131,317.0786518386339,39.720840867889031,12.527125568864713
250,Kepler-100,c,291.38597900000002,41.990273000000002,3.1537916356125892,0.39507943837354131,317.0786518386339,39.720840867889031,12.527125568864713
251,Kepler-100,d,291.38597900000002,41.990273000000002,3.1537916356125892,0.39507943837354131,317.0786518386339,39.720840867889031,12.527125568864713
252,Kepler-102,b,281.48274900000001,47.208030999999998,9.6248492385672151,0.45485177602721288,103.89773130086586,4.9100060100714851,4.7258067607396992
253,Kepler-102,c,281.48274900000001,47.208030999999998,9.6248492385672151,0.45485177602721288,103.89773130086586,4.9100060100714851,4.7258067607396992
254,Kepler-102,d,281.48274900000001,47.208030999999998,9.6248492385672151,0.45485177602721288,103.89773130086586,4.9100060100714851,4.7258067607396992
255,Kepler-102,e,281.48274900000001,47.208030999999998,9.6248492385672151,0.45485177602721288,103.89773130086586,4.9100060100714851,4.7258067607396992
256,Kepler-102,f,281.48274900000001,47.208030999999998,9.6248492385672151,0.45485177602721288,103.89773130086586,4.9100060100714851,4.7258067607396992
257,Kepler-103,b,288.984555,40.064520999999999,2.4537179010071384,0.42307763795177122,407.54481172817214,70.270138321394896,17.242309630545439
258,Kepler-103,c,288.984555,40.064520999999999,2.4537179010071384,0.42307763795177122,407.54481172817214,70.270138321394896,17.242309630545439
259,Kepler-1084,b,290.10197099999999,48.251137,2.4251579540425547,0.49251149724407828,412.34427569267217,83.740647186669563,20.308429660142298
260,Kepler-1088,b,281.56145299999997,42.450504000000002,3.5325503735775565,0.38638988742129265,283.08159665031457,30.963427182492349,10.937986626075483
261,Kepler-109,b,290.39272099999999,40.284875,2.1090883211256366,0.6811835674313419,474.1385128273302,153.1350585886974,32.297536362431181
262,Kepler-109,c,290.39272099999999,40.284875,2.1090883211256366,0.6811835674313419,474.1385128273302,153.1350585886974,32.297536362431181
